restaurant_id,restaurant_name,city,locality,restaurant_type,cuisines,listing_date,days_listed,distance_from_city_center_km,opening_time,closing_time,days_operational,platform_performance_better,amenities,amenities_count,has_own_website,has_own_app,food_license_verified
REST000751,Restaurant_751,Bangalore,Bangalore_Locality_1,Food Truck,Desserts; Continental,04-04-2023,1137,9,12:00,23:00,1279,Swiggy Better,AC; Takeaway; Dessert Bar; Family Friendly; Vegan Options; WiFi,6,TRUE,TRUE,FALSE
REST000752,Restaurant_752,Bangalore,Bangalore_Locality_12,Cafe,Pan-Asian,21-11-2023,906,2.1,08:00,22:00,181,Swiggy Better,Family Friendly; Alcohol; AC; Private Room; Dessert Bar,5,FALSE,TRUE,FALSE
REST000753,Restaurant_753,Bangalore,Bangalore_Locality_17,Cloud Kitchen,South Indian; Thai,21-06-2019,2520,4.4,09:00,22:00,1898,Zomato Better,Dine-in; AC; Vegan Options,3,TRUE,FALSE,TRUE
REST000754,Restaurant_754,Bangalore,Bangalore_Locality_18,Casual Dining,Mughlai; Desserts,28-07-2016,3578,4.4,09:00,23:00,1820,Swiggy Better,Outdoor Seating; Live Music; Bar,3,FALSE,TRUE,TRUE
REST000755,Restaurant_755,Bangalore,Bangalore_Locality_7,QSR (Quick Service),Mughlai,15-10-2019,2404,11.5,07:00,22:00,38,Swiggy Better,WiFi; Takeaway; AC,3,TRUE,TRUE,TRUE
REST000756,Restaurant_756,Bangalore,Bangalore_Locality_5,Cloud Kitchen,Korean; Lebanese,20-09-2025,237,12.4,12:00,23:00,598,Zomato Better,Private Room; Takeaway; Alcohol; AC; Family Friendly; WiFi; Bar,7,TRUE,TRUE,TRUE
REST000757,Restaurant_757,Bangalore,Bangalore_Locality_8,Food Truck,Korean,21-03-2022,1516,4.1,07:00,22:00,516,Swiggy Better,Dine-in; Live Music; Dessert Bar; WiFi,4,TRUE,TRUE,TRUE
REST000758,Restaurant_758,Bangalore,Bangalore_Locality_14,QSR (Quick Service),Cafe,20-12-2018,2703,0.9,10:00,23:00,1347,Zomato Better,Bar; Rooftop; Alcohol; Takeaway,4,TRUE,TRUE,TRUE
REST000759,Restaurant_759,Bangalore,Bangalore_Locality_10,Food Truck,Street Food,23-04-2025,387,14.5,10:00,22:00,641,Swiggy Better,Outdoor Seating; Live Music; Parking; Family Friendly; Dine-in,5,TRUE,FALSE,TRUE
REST000760,Restaurant_760,Bangalore,Bangalore_Locality_5,Food Truck,Italian; Japanese,08-11-2024,553,8.5,07:00,22:00,1389,Swiggy Better,Outdoor Seating; Live Music; Dine-in; WiFi; AC; Dessert Bar; Rooftop,7,TRUE,TRUE,TRUE
REST000761,Restaurant_761,Bangalore,Bangalore_Locality_1,Food Truck,Continental,25-02-2018,3001,1.8,12:00,22:00,3630,Zomato Better,Bar; AC; Private Room; Parking; Live Music; WiFi,6,FALSE,FALSE,TRUE
REST000762,Restaurant_762,Bangalore,Bangalore_Locality_5,QSR (Quick Service),Lebanese,12-10-2020,2041,14.7,08:00,23:00,1746,Zomato Better,WiFi; Live Music; Parking; Alcohol,4,FALSE,TRUE,FALSE
REST000763,Restaurant_763,Bangalore,Bangalore_Locality_11,Food Truck,Fast Food,23-09-2016,3521,11.5,12:00,22:00,3099,Swiggy Better,Private Room; Outdoor Seating; WiFi; Takeaway,4,FALSE,FALSE,FALSE
REST000764,Restaurant_764,Bangalore,Bangalore_Locality_16,Food Truck,Desserts; Seafood,04-11-2022,1288,7.3,12:00,22:00,359,Zomato Better,Live Music; Parking; WiFi; Smoking Area,4,FALSE,TRUE,FALSE
REST000765,Restaurant_765,Bangalore,Bangalore_Locality_4,Cafe,Mediterranean,27-02-2020,2269,2.7,12:00,23:00,1407,Swiggy Better,Rooftop; Takeaway; Private Room,3,FALSE,TRUE,TRUE
REST000766,Restaurant_766,Bangalore,Bangalore_Locality_1,Food Truck,Continental,01-04-2024,774,12.9,08:00,23:00,1787,Zomato Better,WiFi; Private Room; Rooftop; Dine-in; Parking; Takeaway,6,TRUE,TRUE,TRUE
REST000767,Restaurant_767,Bangalore,Bangalore_Locality_9,Casual Dining,Pan-Asian,09-02-2025,460,1.7,08:00,22:00,3004,Swiggy Better,Bar; Dessert Bar; Alcohol; AC; Dine-in; Private Room; Live Music; Outdoor Seating,8,TRUE,TRUE,FALSE
REST000768,Restaurant_768,Bangalore,Bangalore_Locality_3,Food Truck,Korean; South Indian,22-10-2016,3492,1.8,07:00,22:00,1160,Zomato Better,Takeaway; Dessert Bar; Rooftop; AC; Outdoor Seating; Parking; Dine-in; WiFi,8,TRUE,FALSE,FALSE
REST000769,Restaurant_769,Bangalore,Bangalore_Locality_4,Food Truck,Mughlai; North Indian,12-01-2025,488,1.6,09:00,22:00,1822,Zomato Better,Rooftop; Family Friendly; Vegan Options; Dine-in,4,TRUE,FALSE,FALSE
REST000770,Restaurant_770,Bangalore,Bangalore_Locality_17,Fine Dine,Mexican,31-03-2024,775,2.1,10:00,22:00,2551,Balanced,Family Friendly; AC; Alcohol,3,TRUE,TRUE,FALSE
REST000771,Restaurant_771,Bangalore,Bangalore_Locality_12,Food Truck,North Indian; Japanese,27-10-2021,1661,11.9,11:00,22:00,1936,Swiggy Better,Vegan Options; Dessert Bar; Rooftop; AC; Alcohol; Parking,6,FALSE,FALSE,FALSE
REST000772,Restaurant_772,Bangalore,Bangalore_Locality_12,Fine Dine,Mediterranean; Biryani,07-10-2025,220,1.5,12:00,22:00,2568,Zomato Better,Family Friendly; Dine-in; Live Music,3,TRUE,FALSE,FALSE
REST000773,Restaurant_773,Bangalore,Bangalore_Locality_20,Casual Dining,Seafood; Italian,22-01-2022,1574,8.3,11:00,22:00,939,Zomato Better,Private Room; Live Music; Dine-in; Outdoor Seating; Takeaway,5,FALSE,TRUE,FALSE
REST000774,Restaurant_774,Bangalore,Bangalore_Locality_13,Cafe,Pan-Asian; Japanese,13-09-2022,1340,10.6,12:00,22:00,1685,Zomato Better,WiFi; Rooftop; Outdoor Seating; Family Friendly; Alcohol; Vegan Options,6,FALSE,TRUE,FALSE
REST000775,Restaurant_775,Bangalore,Bangalore_Locality_4,Casual Dining,Japanese,22-12-2022,1240,2.5,07:00,23:00,3185,Swiggy Better,Dine-in; Rooftop; Dessert Bar; Vegan Options; Family Friendly; Outdoor Seating; Live Music; AC,8,TRUE,TRUE,FALSE
REST000776,Restaurant_776,Bangalore,Bangalore_Locality_15,Cloud Kitchen,Pan-Asian; Mexican,24-09-2023,964,7.3,09:00,22:00,180,Zomato Better,Dessert Bar; Bar; Dine-in; Live Music; Takeaway; Family Friendly,6,FALSE,FALSE,TRUE
REST000777,Restaurant_777,Bangalore,Bangalore_Locality_3,Casual Dining,Street Food,04-03-2026,72,12.7,09:00,23:00,2091,Swiggy Better,Alcohol; Private Room; WiFi; Dine-in; Family Friendly; AC; Vegan Options,7,FALSE,TRUE,FALSE
REST000778,Restaurant_778,Bangalore,Bangalore_Locality_16,Cafe,Mediterranean; Continental,28-06-2020,2147,14.2,12:00,22:00,3551,Swiggy Better,AC; Dessert Bar; Bar,3,TRUE,FALSE,FALSE
REST000779,Restaurant_779,Bangalore,Bangalore_Locality_2,Food Truck,Biryani,22-08-2025,266,10.6,09:00,22:00,3225,Zomato Better,WiFi; Rooftop; Dine-in; Parking; Live Music; Bar,6,FALSE,FALSE,FALSE
REST000780,Restaurant_780,Bangalore,Bangalore_Locality_11,Food Truck,Vietnamese; Multi-Cuisine,16-02-2025,453,5.5,10:00,22:00,680,Zomato Better,Dine-in; Bar; Outdoor Seating; Rooftop,4,TRUE,FALSE,TRUE
REST000781,Restaurant_781,Bangalore,Bangalore_Locality_16,Fine Dine,Street Food; Lebanese,18-12-2023,879,6.7,10:00,22:00,524,Zomato Better,Parking; Outdoor Seating; Takeaway,3,FALSE,TRUE,TRUE
REST000782,Restaurant_782,Bangalore,Bangalore_Locality_19,Casual Dining,North Indian; Mexican,09-08-2018,2836,12,07:00,23:00,86,Zomato Better,AC; Live Music; Family Friendly,3,TRUE,FALSE,TRUE
REST000783,Restaurant_783,Bangalore,Bangalore_Locality_7,Fine Dine,Seafood,29-05-2016,3638,3.2,10:00,22:00,3450,Zomato Better,Live Music; Vegan Options; Dine-in; Bar; AC; Parking; WiFi,7,TRUE,TRUE,FALSE
REST000784,Restaurant_784,Bangalore,Bangalore_Locality_11,Food Truck,Vietnamese; Japanese,17-01-2017,3405,2.1,08:00,22:00,2502,Zomato Better,Private Room; AC; Dine-in; Outdoor Seating; Smoking Area; Dessert Bar; Family Friendly,7,FALSE,FALSE,TRUE
REST000785,Restaurant_785,Bangalore,Bangalore_Locality_10,Cloud Kitchen,Fast Food,14-12-2019,2344,5.7,11:00,23:00,871,Zomato Better,Rooftop; AC; Dine-in; Outdoor Seating; Smoking Area,5,TRUE,TRUE,TRUE
REST000786,Restaurant_786,Bangalore,Bangalore_Locality_3,Food Truck,South Indian,23-12-2018,2700,13.6,09:00,22:00,3211,Zomato Better,Live Music; Parking; Takeaway; Dine-in,4,TRUE,FALSE,FALSE
REST000787,Restaurant_787,Bangalore,Bangalore_Locality_8,QSR (Quick Service),South Indian,08-03-2017,3355,14.8,09:00,22:00,1191,Zomato Better,AC; Outdoor Seating; Vegan Options; Smoking Area,4,TRUE,TRUE,TRUE
REST000788,Restaurant_788,Bangalore,Bangalore_Locality_8,QSR (Quick Service),Korean; Japanese,17-02-2021,1913,2.3,09:00,23:00,3436,Swiggy Better,Live Music; Family Friendly; AC; Smoking Area,4,TRUE,FALSE,FALSE
REST000789,Restaurant_789,Bangalore,Bangalore_Locality_3,Food Truck,Pan-Asian,19-09-2022,1334,13.6,08:00,23:00,1602,Swiggy Better,Parking; Live Music; Bar; AC; Outdoor Seating; Rooftop,6,FALSE,FALSE,TRUE
REST000790,Restaurant_790,Bangalore,Bangalore_Locality_9,Cafe,Thai; Mediterranean,16-07-2018,2860,6.1,12:00,22:00,611,Swiggy Better,Dine-in; Live Music; Outdoor Seating; Bar; Takeaway,5,TRUE,FALSE,TRUE
REST000791,Restaurant_791,Bangalore,Bangalore_Locality_4,QSR (Quick Service),Pan-Asian,07-05-2018,2930,4.4,08:00,22:00,2978,Zomato Better,Bar; Smoking Area; WiFi; Outdoor Seating; Private Room,5,TRUE,TRUE,FALSE
REST000792,Restaurant_792,Bangalore,Bangalore_Locality_18,Cafe,Biryani,03-04-2018,2964,12,08:00,22:00,2449,Zomato Better,Takeaway; Parking; Vegan Options; Dine-in; Outdoor Seating,5,FALSE,FALSE,FALSE
REST000793,Restaurant_793,Bangalore,Bangalore_Locality_17,Cloud Kitchen,Desserts,24-05-2024,721,5.3,09:00,22:00,2092,Swiggy Better,Rooftop; Outdoor Seating; Parking; WiFi; Live Music; Smoking Area; Vegan Options,7,TRUE,FALSE,TRUE
REST000794,Restaurant_794,Bangalore,Bangalore_Locality_4,Casual Dining,Fast Food; North Indian,14-06-2017,3257,8.2,12:00,23:00,1474,Zomato Better,Live Music; WiFi; Takeaway; Private Room,4,TRUE,TRUE,TRUE
REST000795,Restaurant_795,Bangalore,Bangalore_Locality_6,Food Truck,Lebanese,31-03-2020,2236,12.6,07:00,22:00,1846,Zomato Better,Takeaway; Dine-in; Bar; Smoking Area; Vegan Options; Live Music; Dessert Bar,7,FALSE,TRUE,TRUE
REST000796,Restaurant_796,Bangalore,Bangalore_Locality_15,Casual Dining,Fast Food,14-02-2026,90,1.9,08:00,23:00,2454,Swiggy Better,AC; Private Room; Outdoor Seating; Smoking Area; WiFi; Live Music,6,FALSE,TRUE,FALSE
REST000797,Restaurant_797,Bangalore,Bangalore_Locality_9,Casual Dining,Street Food,15-02-2017,3376,6.6,10:00,22:00,1851,Swiggy Better,Live Music; Bar; Takeaway; AC,4,FALSE,FALSE,FALSE
REST000798,Restaurant_798,Bangalore,Bangalore_Locality_15,Fine Dine,Bakery,26-04-2025,384,7.3,11:00,23:00,1620,Zomato Better,Parking; Private Room; Smoking Area; Takeaway; Alcohol; Dessert Bar,6,FALSE,TRUE,FALSE
REST000799,Restaurant_799,Bangalore,Bangalore_Locality_6,Food Truck,Vietnamese,16-01-2022,1580,4.8,07:00,22:00,778,Zomato Better,WiFi; Family Friendly; Vegan Options; Dine-in; Outdoor Seating; Parking; Smoking Area,7,FALSE,TRUE,TRUE
REST000800,Restaurant_800,Bangalore,Bangalore_Locality_9,Cloud Kitchen,Japanese,16-07-2017,3225,10.5,08:00,23:00,738,Swiggy Better,AC; Bar; WiFi,3,TRUE,FALSE,TRUE
REST000801,Restaurant_801,Bangalore,Bangalore_Locality_18,Fine Dine,Korean; Multi-Cuisine,24-10-2024,568,1.6,10:00,22:00,2782,Zomato Better,AC; Takeaway; Alcohol; Family Friendly; Dessert Bar; Parking; Smoking Area; WiFi,8,FALSE,FALSE,FALSE
REST000802,Restaurant_802,Bangalore,Bangalore_Locality_3,Casual Dining,Mediterranean,22-08-2023,997,5.8,12:00,22:00,1246,Zomato Better,WiFi; Parking; Dine-in; Bar; Family Friendly; Alcohol; AC,7,TRUE,FALSE,FALSE
REST000803,Restaurant_803,Bangalore,Bangalore_Locality_2,Cloud Kitchen,Mexican,05-11-2019,2383,3.8,10:00,23:00,1045,Swiggy Better,Outdoor Seating; Bar; Smoking Area; AC,4,FALSE,FALSE,FALSE
REST000804,Restaurant_804,Bangalore,Bangalore_Locality_17,Fine Dine,Vietnamese,23-09-2024,599,7.1,11:00,23:00,2680,Zomato Better,Dine-in; Bar; Parking; Dessert Bar; Rooftop; Smoking Area,6,FALSE,TRUE,TRUE
REST000805,Restaurant_805,Bangalore,Bangalore_Locality_18,Cafe,Street Food,14-10-2020,2039,6.6,07:00,23:00,2897,Swiggy Better,Live Music; Rooftop; Vegan Options; Private Room; Outdoor Seating; Alcohol,6,TRUE,TRUE,TRUE
REST000806,Restaurant_806,Bangalore,Bangalore_Locality_11,Food Truck,Continental,01-08-2018,2844,14.5,08:00,22:00,3181,Zomato Better,Bar; Vegan Options; Alcohol; Dessert Bar; Smoking Area; Live Music; Takeaway; Private Room,8,FALSE,FALSE,TRUE
REST000807,Restaurant_807,Bangalore,Bangalore_Locality_19,Fine Dine,Seafood,23-01-2021,1938,9.4,10:00,22:00,1744,Swiggy Better,Smoking Area; Alcohol; Bar; WiFi; Dessert Bar; Live Music; Dine-in,7,TRUE,TRUE,TRUE
REST000808,Restaurant_808,Bangalore,Bangalore_Locality_1,Cloud Kitchen,Multi-Cuisine,02-01-2025,498,6.1,12:00,23:00,1573,Swiggy Better,Dessert Bar; Outdoor Seating; Smoking Area; Alcohol; Takeaway; Parking; Dine-in; Live Music,8,FALSE,TRUE,FALSE
REST000809,Restaurant_809,Bangalore,Bangalore_Locality_10,Fine Dine,Vietnamese; Mexican,26-02-2021,1904,1.1,07:00,22:00,3633,Swiggy Better,Outdoor Seating; Dessert Bar; Rooftop; WiFi; Bar; Alcohol; Parking,7,TRUE,TRUE,TRUE
REST000810,Restaurant_810,Bangalore,Bangalore_Locality_19,Food Truck,Thai; Mughlai,13-04-2019,2589,3.2,10:00,23:00,2679,Swiggy Better,Outdoor Seating; Dine-in; Alcohol; Private Room; Rooftop; Smoking Area,6,TRUE,TRUE,TRUE
REST000811,Restaurant_811,Bangalore,Bangalore_Locality_14,Cloud Kitchen,South Indian; Fast Food,11-12-2022,1251,3.3,09:00,23:00,3644,Zomato Better,Outdoor Seating; Dine-in; Bar,3,FALSE,TRUE,TRUE
REST000812,Restaurant_812,Bangalore,Bangalore_Locality_20,Cafe,Pan-Asian,20-09-2022,1333,0.8,08:00,22:00,398,Zomato Better,Outdoor Seating; Rooftop; WiFi,3,TRUE,FALSE,TRUE
REST000813,Restaurant_813,Bangalore,Bangalore_Locality_12,Cafe,Seafood,02-07-2023,1048,3.7,10:00,23:00,3159,Zomato Better,Parking; Private Room; Bar,3,FALSE,FALSE,FALSE
REST000814,Restaurant_814,Bangalore,Bangalore_Locality_7,QSR (Quick Service),Mediterranean,05-06-2024,709,14.4,10:00,22:00,975,Zomato Better,Bar; Dine-in; WiFi; Outdoor Seating,4,FALSE,TRUE,FALSE
REST000815,Restaurant_815,Bangalore,Bangalore_Locality_13,Food Truck,Vietnamese,25-03-2021,1877,6.5,10:00,23:00,327,Zomato Better,Rooftop; Alcohol; Bar; Family Friendly; AC,5,FALSE,FALSE,TRUE
REST000816,Restaurant_816,Bangalore,Bangalore_Locality_4,QSR (Quick Service),Mexican,14-12-2022,1248,4.1,08:00,22:00,2181,Zomato Better,AC; Dine-in; Private Room; Rooftop,4,TRUE,FALSE,TRUE
REST000817,Restaurant_817,Bangalore,Bangalore_Locality_5,Cafe,Biryani; Mediterranean,28-08-2019,2452,12.7,12:00,22:00,2997,Swiggy Better,Smoking Area; Dessert Bar; Alcohol; Family Friendly,4,TRUE,TRUE,FALSE
REST000818,Restaurant_818,Bangalore,Bangalore_Locality_10,Cafe,Mughlai; Mediterranean,04-01-2019,2688,2.8,12:00,22:00,3249,Zomato Better,Rooftop; Takeaway; Vegan Options; WiFi; Alcohol; Smoking Area; AC,7,TRUE,TRUE,FALSE
REST000819,Restaurant_819,Bangalore,Bangalore_Locality_1,Cloud Kitchen,Japanese,21-09-2022,1332,1.7,09:00,22:00,2728,Swiggy Better,Live Music; Rooftop; WiFi; Family Friendly; Private Room,5,TRUE,TRUE,TRUE
REST000820,Restaurant_820,Bangalore,Bangalore_Locality_20,Fine Dine,Biryani,03-07-2020,2142,5.1,07:00,22:00,1687,Swiggy Better,Bar; Parking; Vegan Options; Smoking Area,4,TRUE,TRUE,FALSE
REST000821,Restaurant_821,Bangalore,Bangalore_Locality_7,Casual Dining,Bakery,27-07-2017,3214,4.8,09:00,23:00,783,Zomato Better,Takeaway; Dine-in; Bar; Family Friendly; AC,5,FALSE,TRUE,TRUE
REST000822,Restaurant_822,Bangalore,Bangalore_Locality_18,Cloud Kitchen,Lebanese,09-09-2022,1344,12.9,07:00,23:00,1493,Swiggy Better,Alcohol; Dine-in; Parking; Rooftop; Smoking Area,5,TRUE,TRUE,FALSE
REST000823,Restaurant_823,Bangalore,Bangalore_Locality_13,QSR (Quick Service),Desserts; Vietnamese,17-05-2025,363,10.2,11:00,22:00,1049,Zomato Better,Takeaway; Alcohol; WiFi; Dine-in; Live Music,5,TRUE,TRUE,TRUE
REST000824,Restaurant_824,Bangalore,Bangalore_Locality_13,Cafe,Bakery,12-07-2018,2864,11.6,12:00,22:00,3172,Zomato Better,Parking; Outdoor Seating; Vegan Options; Bar; Smoking Area; Takeaway,6,FALSE,FALSE,FALSE
REST000825,Restaurant_825,Bangalore,Bangalore_Locality_7,Cafe,Vietnamese,07-08-2019,2473,11,12:00,23:00,1433,Zomato Better,Alcohol; Bar; Vegan Options,3,FALSE,TRUE,TRUE
REST000826,Restaurant_826,Bangalore,Bangalore_Locality_20,Fine Dine,Biryani; Vietnamese,23-12-2022,1239,1.8,12:00,23:00,3466,Swiggy Better,Live Music; Outdoor Seating; Dessert Bar; Takeaway; Bar; Vegan Options,6,FALSE,TRUE,FALSE
REST000827,Restaurant_827,Bangalore,Bangalore_Locality_1,Cafe,Biryani; Continental,28-10-2019,2391,5,10:00,22:00,2490,Zomato Better,Smoking Area; Live Music; Takeaway; Family Friendly; Rooftop; WiFi; AC; Dessert Bar,8,FALSE,TRUE,FALSE
REST000828,Restaurant_828,Bangalore,Bangalore_Locality_5,Cloud Kitchen,Multi-Cuisine; Mexican,31-07-2022,1384,13.2,08:00,23:00,766,Swiggy Better,Private Room; Alcohol; Family Friendly; Dine-in; Live Music; AC,6,FALSE,TRUE,TRUE
REST000829,Restaurant_829,Bangalore,Bangalore_Locality_13,Cloud Kitchen,Cafe,13-03-2022,1524,4,07:00,23:00,3426,Swiggy Better,Dine-in; Rooftop; Bar; Live Music,4,TRUE,TRUE,TRUE
REST000830,Restaurant_830,Bangalore,Bangalore_Locality_6,Fine Dine,Vietnamese,23-12-2022,1239,10.5,10:00,23:00,3173,Zomato Better,Outdoor Seating; Private Room; Family Friendly,3,FALSE,FALSE,FALSE
REST000831,Restaurant_831,Bangalore,Bangalore_Locality_5,QSR (Quick Service),Desserts; Korean,12-07-2024,672,1.1,12:00,23:00,1200,Swiggy Better,Alcohol; Live Music; WiFi; Rooftop; Parking,5,FALSE,FALSE,TRUE
REST000832,Restaurant_832,Bangalore,Bangalore_Locality_4,Food Truck,Biryani,20-08-2020,2094,7.7,07:00,23:00,2057,Swiggy Better,Outdoor Seating; Rooftop; AC; Private Room; Dine-in; Smoking Area; Live Music; Parking,8,TRUE,FALSE,FALSE
REST000833,Restaurant_833,Bangalore,Bangalore_Locality_7,Fine Dine,Chinese,03-11-2022,1289,10.4,10:00,22:00,307,Swiggy Better,WiFi; Smoking Area; Takeaway; Live Music,4,TRUE,FALSE,FALSE
REST000834,Restaurant_834,Bangalore,Bangalore_Locality_13,Food Truck,Desserts,29-01-2020,2298,14.5,12:00,23:00,3027,Zomato Better,Smoking Area; WiFi; Bar; AC; Vegan Options; Live Music; Rooftop; Parking,8,FALSE,TRUE,TRUE
REST000835,Restaurant_835,Bangalore,Bangalore_Locality_9,Casual Dining,Mughlai; Multi-Cuisine,13-06-2024,701,9.6,10:00,23:00,2321,Balanced,Private Room; Dine-in; Rooftop; Dessert Bar,4,TRUE,TRUE,TRUE
REST000836,Restaurant_836,Bangalore,Bangalore_Locality_8,Food Truck,Pan-Asian,23-12-2020,1969,3.6,08:00,23:00,3512,Zomato Better,AC; Vegan Options; Private Room; Dessert Bar; Outdoor Seating; WiFi,6,TRUE,FALSE,TRUE
REST000837,Restaurant_837,Bangalore,Bangalore_Locality_18,Food Truck,Fast Food,21-06-2019,2520,13.1,08:00,22:00,2699,Zomato Better,WiFi; Outdoor Seating; Live Music; Smoking Area; Family Friendly,5,TRUE,TRUE,TRUE
REST000838,Restaurant_838,Bangalore,Bangalore_Locality_11,Cafe,Multi-Cuisine,06-11-2024,555,13,09:00,23:00,1374,Zomato Better,Private Room; AC; Rooftop; WiFi; Live Music; Dessert Bar; Outdoor Seating; Alcohol,8,FALSE,TRUE,FALSE
REST000839,Restaurant_839,Bangalore,Bangalore_Locality_7,Cloud Kitchen,Street Food,09-02-2019,2652,14.1,12:00,22:00,1726,Swiggy Better,Parking; Outdoor Seating; Vegan Options; Alcohol; WiFi; Private Room; Dessert Bar,7,TRUE,TRUE,FALSE
REST000840,Restaurant_840,Bangalore,Bangalore_Locality_16,Cafe,Seafood; Continental,05-03-2019,2628,4.4,12:00,23:00,2796,Zomato Better,Live Music; Bar; AC,3,TRUE,FALSE,FALSE
REST000841,Restaurant_841,Bangalore,Bangalore_Locality_19,QSR (Quick Service),Mexican; Seafood,06-09-2019,2443,7,11:00,23:00,1320,Balanced,WiFi; Vegan Options; Bar,3,FALSE,TRUE,FALSE
REST000842,Restaurant_842,Bangalore,Bangalore_Locality_7,QSR (Quick Service),North Indian; Vietnamese,30-03-2026,46,2.6,10:00,23:00,1737,Zomato Better,Vegan Options; WiFi; Alcohol; Parking; Live Music,5,FALSE,TRUE,TRUE
REST000843,Restaurant_843,Bangalore,Bangalore_Locality_6,Casual Dining,Biryani,04-08-2022,1380,2.5,11:00,23:00,820,Swiggy Better,Family Friendly; Alcohol; Dessert Bar; Private Room,4,FALSE,TRUE,FALSE
REST000844,Restaurant_844,Bangalore,Bangalore_Locality_13,Fine Dine,Mediterranean,31-03-2026,45,10.6,08:00,23:00,3025,Swiggy Better,Dessert Bar; Family Friendly; Vegan Options; WiFi; Rooftop; AC,6,TRUE,TRUE,FALSE
REST000845,Restaurant_845,Bangalore,Bangalore_Locality_4,Casual Dining,Bakery,02-03-2025,439,1.2,07:00,22:00,2254,Zomato Better,Dessert Bar; Alcohol; AC; Parking; Bar; Smoking Area,6,FALSE,FALSE,TRUE
REST000846,Restaurant_846,Bangalore,Bangalore_Locality_1,QSR (Quick Service),Multi-Cuisine,20-12-2022,1242,0.6,11:00,23:00,1612,Zomato Better,Smoking Area; WiFi; Private Room; Rooftop,4,TRUE,FALSE,TRUE
REST000847,Restaurant_847,Bangalore,Bangalore_Locality_14,Casual Dining,Bakery,07-05-2017,3295,13.7,07:00,22:00,1774,Swiggy Better,Alcohol; Dessert Bar; AC; Dine-in,4,TRUE,TRUE,FALSE
REST000848,Restaurant_848,Bangalore,Bangalore_Locality_18,Cafe,South Indian,08-12-2023,889,3.7,09:00,22:00,2523,Zomato Better,Private Room; WiFi; Parking; Outdoor Seating,4,FALSE,TRUE,FALSE
REST000849,Restaurant_849,Bangalore,Bangalore_Locality_1,Cloud Kitchen,Vietnamese,31-03-2018,2967,4.8,10:00,22:00,203,Zomato Better,Dine-in; Parking; Vegan Options; Dessert Bar; Alcohol; Smoking Area; Outdoor Seating; AC,8,TRUE,TRUE,FALSE
REST000850,Restaurant_850,Bangalore,Bangalore_Locality_8,QSR (Quick Service),Continental; South Indian,05-12-2018,2718,14.6,11:00,22:00,1479,Zomato Better,Alcohol; AC; Family Friendly; Parking; Vegan Options,5,FALSE,TRUE,FALSE
REST000851,Restaurant_851,Bangalore,Bangalore_Locality_17,Fine Dine,Thai; Desserts,19-02-2021,1911,11,07:00,22:00,855,Swiggy Better,Dine-in; Bar; Dessert Bar; Parking; Alcohol; AC,6,FALSE,TRUE,FALSE
REST000852,Restaurant_852,Bangalore,Bangalore_Locality_4,Cloud Kitchen,Seafood; Bakery,21-04-2019,2581,12.8,08:00,22:00,1846,Zomato Better,Alcohol; Outdoor Seating; WiFi; Private Room; AC; Parking; Vegan Options,7,FALSE,FALSE,TRUE
REST000853,Restaurant_853,Bangalore,Bangalore_Locality_15,Cloud Kitchen,Continental,06-10-2018,2778,11,12:00,23:00,931,Zomato Better,Private Room; Rooftop; Bar; Alcohol; Dessert Bar,5,FALSE,TRUE,FALSE
REST000854,Restaurant_854,Bangalore,Bangalore_Locality_9,Cloud Kitchen,Street Food,13-01-2020,2314,1.5,10:00,23:00,3270,Zomato Better,Alcohol; Takeaway; Parking; Vegan Options; Private Room; Rooftop,6,FALSE,TRUE,FALSE
REST000855,Restaurant_855,Bangalore,Bangalore_Locality_13,QSR (Quick Service),Thai; Lebanese,25-02-2020,2271,2.9,11:00,22:00,3416,Zomato Better,AC; Dessert Bar; Takeaway; Outdoor Seating; Rooftop; Vegan Options; Dine-in,7,FALSE,TRUE,TRUE
REST000856,Restaurant_856,Bangalore,Bangalore_Locality_17,Casual Dining,Korean; Japanese,31-01-2020,2296,9.8,12:00,22:00,3500,Zomato Better,Vegan Options; Outdoor Seating; Live Music; Family Friendly; Private Room; Smoking Area,6,TRUE,FALSE,TRUE
REST000857,Restaurant_857,Bangalore,Bangalore_Locality_14,Casual Dining,Desserts; Thai,12-09-2017,3167,10.1,10:00,22:00,2518,Zomato Better,Bar; Family Friendly; Dine-in; Private Room; Smoking Area,5,TRUE,TRUE,TRUE
REST000858,Restaurant_858,Bangalore,Bangalore_Locality_11,Cafe,Bakery,07-06-2025,342,5.4,12:00,23:00,204,Zomato Better,Dine-in; WiFi; Parking; Alcohol; Bar,5,TRUE,TRUE,FALSE
REST000859,Restaurant_859,Bangalore,Bangalore_Locality_4,Fine Dine,Seafood; South Indian,08-04-2017,3324,11.4,12:00,23:00,959,Swiggy Better,Family Friendly; Private Room; Smoking Area; Vegan Options; Rooftop; Alcohol; Dine-in; Outdoor Seating,8,TRUE,FALSE,FALSE
REST000860,Restaurant_860,Bangalore,Bangalore_Locality_9,QSR (Quick Service),Mexican,22-04-2022,1484,6.5,11:00,23:00,1967,Swiggy Better,Rooftop; Family Friendly; Alcohol; Dessert Bar,4,TRUE,TRUE,FALSE
