restaurant_id,zomato_rating,zomato_total_reviews,zomato_delivery_fee_inr,zomato_avg_delivery_time_minutes,zomato_platform_commission_pct,zomato_discount_frequency_pct,zomato_estimated_monthly_orders,zomato_estimated_monthly_revenue_inr,zomato_estimated_net_profit_inr,zomato_market_share_pct
REST000464,4.4,4443,60,41,19,11,205,232303,226153,35
REST000465,3.6,3464,92,46,19,15,241,51925,40839,56
REST000466,3.7,4979,30,23,22,6,240,226886,223286,59
REST000467,3.9,1490,81,46,22,9,317,49204,36366,39
REST000468,3.3,4104,78,54,18,6,162,44102,37784,40
REST000469,4.3,4601,92,47,18,22,229,141961,131427,47
REST000470,3.8,225,95,62,20,7,171,158961,150839,51
REST000471,2.9,3543,68,52,22,10,212,150146,142938,40
REST000472,3.9,4082,82,54,20,10,158,171904,165426,52
REST000473,3.7,2717,73,42,20,14,143,71614,66394,36
REST000474,4.2,2728,93,57,22,25,144,37290,30594,41
REST000475,4.6,2121,51,36,18,36,234,36649,30682,44
REST000476,4.3,4922,58,35,13,24,168,133882,129010,49
REST000477,3.2,3734,34,29,20,8,152,182156,179572,46
REST000478,3.4,2634,30,29,20,12,167,57047,54542,36
REST000479,3.5,239,36,30,22,11,166,31852,28864,48
REST000480,4.6,48,69,35,14,10,139,76744,71949,55
REST000481,4.8,2086,72,46,18,22,267,301918,292306,59
REST000482,3.3,4554,41,39,18,11,212,203218,198872,54
REST000483,3.9,1261,70,42,27,11,301,186550,176015,41
REST000484,4.8,922,66,46,18,21,167,38754,33243,51
REST000485,4.1,4691,78,53,23,18,251,284106,274317,37
REST000486,4.1,3777,86,45,22,16,178,137451,129797,50
REST000487,3.6,3805,37,25,19,6,182,187518,184151,48
REST000488,4.4,4625,91,48,19,14,161,61162,53836,39
REST000489,3.9,2983,45,31,16,9,140,167697,164547,48
REST000490,3.2,1211,62,42,20,14,97,82333,79326,37
REST000491,4,2637,44,22,22,23,220,128356,123516,53
REST000492,5,667,55,38,21,29,280,183817,176117,45
REST000493,4.2,704,74,38,27,12,331,193787,181540,45
REST000494,3.7,1009,30,24,13,5,147,33890,31685,49
REST000495,4.2,1450,73,56,23,16,319,136079,124435,33
REST000496,3.9,2315,38,33,21,6,107,40574,38541,48
REST000497,3.8,4820,58,41,28,12,326,117125,107671,36
REST000498,4.8,786,30,28,24,37,417,57996,51741,38
REST000499,3.9,4058,30,28,26,14,277,121553,117398,39
REST000500,3.8,3910,55,36,18,15,211,125266,119463,48
REST000501,4.2,558,67,46,19,25,105,91003,87486,40
REST000502,3.9,2431,66,40,22,5,229,48941,41384,39
REST000503,4.2,1630,63,43,23,25,336,360138,349554,42
REST000504,3.9,4078,69,43,26,10,277,57394,47837,43
REST000505,4.6,1872,62,44,21,21,116,58649,55053,55
REST000506,4.1,4515,30,28,17,21,264,63325,59365,51
REST000507,4.3,2347,77,49,19,13,118,102652,98109,42
REST000508,3.8,1786,82,49,18,10,165,161818,155053,38
REST000509,3,448,90,56,12,15,105,83437,78712,54
REST000510,4.4,4759,86,52,26,12,335,320038,305633,34
REST000511,3.1,1933,74,31,22,12,83,69077,66006,54
REST000512,4.5,1435,70,48,27,37,327,319393,307948,38
REST000513,3.7,4709,47,34,27,13,329,104473,96742,29
REST000514,4.4,881,62,37,23,13,323,152210,142197,28
REST000515,4.2,3466,31,28,19,23,209,149313,146074,51
REST000516,3.8,3122,78,46,13,15,141,28091,22592,59
REST000517,3.5,4157,38,33,17,15,129,113494,111043,56
REST000518,4,3096,92,57,20,13,100,19120,14520,38
REST000519,4.1,4575,87,52,20,17,178,144393,136650,37
REST000520,4.2,3210,64,47,19,19,107,14907,11483,55
REST000521,3.3,567,68,43,22,10,194,170688,164092,52
REST000522,4.1,3340,51,32,25,23,330,364567,356152,40
REST000523,3.6,3172,83,39,25,10,290,295147,283112,33
REST000524,4.3,4250,45,41,21,19,229,179462,174310,42
REST000525,4.5,3081,69,49,19,39,120,63471,59331,36
REST000526,4.1,4020,65,46,18,11,213,239109,232187,49
REST000527,4.7,2338,87,55,23,27,223,176861,167160,43
REST000528,4.2,1820,64,43,18,19,254,134340,126212,57
REST000529,3.9,3587,84,51,25,10,333,305444,291458,35
REST000530,4.6,4624,42,32,20,32,290,150568,144478,49
REST000531,4.7,4917,88,43,22,25,243,234460,223768,35
REST000532,4.4,765,42,36,28,19,292,298751,292619,29
REST000533,4.1,2240,75,41,18,14,107,105375,101363,37
REST000534,4,3245,77,46,23,22,187,183875,176675,52
REST000535,4.2,141,88,55,22,15,122,56239,50871,52
REST000536,3.7,2430,56,41,25,9,274,188238,180566,37
REST000537,4.2,3051,94,56,19,11,205,33043,23408,51
REST000538,3.8,353,33,41,20,11,244,46848,42822,51
REST000539,3.3,2124,31,25,21,7,204,214503,211341,48
REST000540,4.1,1803,30,28,19,23,246,131312,127622,53
REST000541,4.4,3256,93,59,27,15,314,310593,295992,40
REST000542,4.1,2936,94,56,28,11,247,234926,223317,39
REST000543,4,272,66,37,19,19,110,85090,81460,41
REST000544,4.3,611,30,20,25,19,385,210210,204435,33
REST000545,4.2,2588,56,37,19,25,231,245114,238646,38
REST000546,4.2,1662,74,52,24,16,366,161889,148347,28
REST000547,3.7,2591,57,43,22,9,249,264139,257042,37
REST000548,4,4927,81,49,27,22,314,58221,45504,34
REST000549,4.4,1352,35,37,25,12,308,205590,200200,39
REST000550,3.6,2903,56,41,27,6,231,86169,79701,26
REST000551,4.5,4813,81,48,17,32,194,46212,38355,47
REST000552,3.9,4881,52,37,18,6,172,171504,167032,58
REST000553,3.1,2990,81,49,14,6,101,26318,22228,54
REST000554,4.3,4444,35,25,19,13,217,55016,51218,43
REST000555,3.9,4607,30,28,17,5,170,92702,90152,50
REST000556,4.5,1125,30,26,21,33,121,93487,91672,43
REST000557,3.7,391,31,26,20,8,183,43480,40644,51
REST000558,3.8,2903,72,38,23,5,214,88157,80453,42
REST000559,3.6,544,32,31,22,11,188,198110,195102,57
REST000560,3.5,2236,69,44,28,8,227,244833,237001,37
REST000561,4.2,3490,53,34,22,13,225,116532,110569,57
REST000562,4.5,3374,92,58,21,34,109,20580,15566,35
REST000563,4.2,4408,30,27,13,25,143,178901,176756,53
REST000564,3.9,1587,63,38,17,7,128,53332,49300,59
REST000565,4.2,4376,33,20,18,23,196,81645,78411,53
REST000566,4.7,2297,70,48,22,29,317,196818,185723,30
REST000567,3.9,1045,74,43,18,6,136,71595,66563,43
REST000568,3.9,3468,32,27,14,5,169,210452,207748,55
REST000569,3.9,3053,30,20,18,11,162,35468,33038,51
REST000570,4.4,3570,33,31,18,20,290,263244,258459,55
REST000571,4.1,1404,80,50,17,17,127,140300,135220,41
REST000572,3.8,4345,90,61,20,12,254,32512,21082,46
REST000573,3.9,3349,67,47,19,11,205,126031,119164,54
REST000574,3.9,1886,33,37,27,15,333,219996,214501,39
REST000575,4.4,4259,89,49,21,20,107,43532,38771,40
REST000576,3.9,1168,82,54,22,13,201,56284,48043,53
REST000577,3.8,4078,86,51,22,5,253,161818,150939,46
REST000578,3.7,2171,83,44,23,15,216,121413,112449,36
REST000579,4.5,226,43,47,18,14,141,156202,153171,51
REST000580,3.5,1956,60,38,15,6,129,126974,123104,46
REST000581,3.8,2799,30,29,13,12,162,123745,121315,52
REST000582,4.2,4340,30,28,13,21,163,60836,58391,50
REST000583,4.3,3456,74,44,20,24,243,277603,268612,39
REST000584,3.7,1444,63,48,22,11,155,65165,60282,39
REST000585,4,2973,35,43,27,10,270,291905,287180,42
REST000586,3.8,1784,54,35,27,13,262,34426,27352,43
REST000587,4,4219,42,27,18,16,184,156764,152900,54
REST000588,3.7,3350,30,23,26,5,301,114042,109527,28
REST000589,4.1,3894,71,38,12,10,164,135227,129405,52
REST000590,3.8,4472,74,47,21,14,188,46338,39382,45
REST000591,4.2,2440,93,55,19,22,229,144311,133662,46
REST000592,3.6,4215,51,36,22,13,211,81960,76580,47
REST000593,3.6,4231,54,34,20,5,185,75776,70781,47
REST000594,3.9,3091,39,38,19,7,172,175125,171771,52
REST000595,3.9,605,52,42,23,14,101,102500,99874,36
REST000596,4,2452,70,52,16,21,157,183313,177818,52
REST000597,4.1,3126,36,31,20,25,141,34855,32317,42
REST000598,4,1955,94,56,19,22,184,134881,126233,54
REST000599,3.9,2419,35,25,20,11,182,77168,73983,52
REST000600,4.9,1383,60,52,19,23,263,282903,275013,51
REST000601,3.6,2153,91,53,22,6,170,80753,73018,43
REST000602,4.1,3726,80,52,19,23,103,30869,26749,53
REST000603,3.8,4345,42,28,22,5,130,40458,37728,44
REST000604,3.6,2299,30,25,23,13,192,112506,109626,41
REST000605,4.3,4813,90,51,17,20,129,157928,152123,56
REST000606,3.6,3170,72,40,21,11,150,160093,154693,52
REST000607,3.8,877,91,55,22,15,95,31344,27021,51
REST000608,3.6,3745,56,28,26,13,219,82974,76842,35
REST000609,3.9,528,51,34,28,14,307,240049,232220,29
REST000610,3.8,1188,80,46,22,8,187,92475,84995,48
REST000611,3.6,964,91,49,17,12,214,92184,82447,47
REST000612,4.1,1113,32,35,18,18,194,142535,139431,38
REST000613,3.1,1664,39,36,22,6,145,20923,18096,37
REST000614,3.5,474,30,18,17,14,140,163028,160928,43
REST000615,4.5,959,56,41,21,34,278,83455,75671,46
REST000616,3.6,4277,50,44,12,15,121,38545,35520,57
REST000617,3.2,20,36,25,26,6,284,123784,118672,38
REST000618,3.6,1163,38,29,18,9,88,81973,80301,48
REST000619,4.3,72,39,23,22,11,277,130500,125098,44
REST000620,4.8,2067,42,35,22,21,170,145197,141627,44
REST000621,3.4,889,60,35,17,8,200,75198,69198,53
REST000622,4.2,4639,44,40,20,18,274,228187,222159,44
REST000623,3.8,3901,54,41,19,15,185,28171,23176,54
REST000624,3.8,2604,62,43,14,12,149,64326,59707,52
REST000625,3.5,1781,63,43,18,10,147,137777,133146,45
REST000626,4.1,3784,86,49,16,18,182,192170,184344,54
REST000627,3.8,4487,92,51,20,13,241,186437,175351,58
REST000628,3.7,2463,45,40,20,15,229,250800,245648,42
REST000629,3.7,4769,42,37,18,9,118,98404,95926,45
REST000630,3.7,3153,43,38,20,7,91,92383,90426,43
REST000631,4,2188,82,54,20,22,221,219939,210878,57
REST000632,4.5,1347,65,40,17,25,192,90516,84276,57
REST000633,4.3,2378,58,41,22,12,222,122943,116505,54
REST000634,3.3,3241,30,31,26,14,228,241775,238355,37
REST000635,3.6,489,81,49,17,6,167,156352,149588,36
REST000636,4.1,72,30,30,19,9,245,49612,45937,51
REST000637,4.2,2794,41,29,24,16,255,242250,237022,29
REST000638,4.2,2852,47,35,22,15,220,106048,100878,46
REST000639,4.2,766,67,38,22,11,231,164324,156585,39
REST000640,4.2,2248,86,57,26,12,277,217893,205982,29
REST000641,4.1,3028,75,46,21,20,274,149790,139515,52
REST000642,4.6,3675,47,28,21,22,179,103794,99588,40
REST000643,3.9,4980,82,47,18,14,222,171481,162379,56
REST000644,3.9,3618,84,50,23,9,261,225287,214325,54
REST000645,4.1,1983,67,42,21,22,123,142645,138525,46
REST000646,4.1,4910,83,45,22,17,136,133236,127592,50
REST000647,3.5,1384,37,38,17,6,115,42761,40634,60
REST000648,3.9,2380,50,31,17,9,98,65316,62866,53
REST000649,3.6,38,30,22,19,10,122,89629,87799,48
REST000650,3.5,2321,88,46,28,14,257,28311,17003,43
REST000651,4.5,4335,75,45,18,40,267,137713,127700,45
REST000652,4,2946,30,20,13,19,160,150336,147936,51
REST000653,3.8,3164,56,41,21,9,215,234902,228882,44
REST000654,4.2,3011,46,34,19,20,252,141863,136067,52
REST000655,4.5,1416,30,24,20,39,198,92188,89218,38
REST000656,3.8,61,32,33,22,6,211,186962,183586,46
REST000657,4.7,446,30,29,21,10,253,263028,259233,46
REST000658,3.7,4885,60,46,18,12,205,113635,107485,58
REST000659,4.3,2441,48,34,15,20,170,84677,80597,49
REST000660,3.7,1876,94,50,24,13,254,180106,168168,32
REST000661,4.2,4876,48,35,25,10,304,49932,42636,30
REST000662,3.8,691,34,30,22,5,173,69089,66148,42
REST000663,4.3,272,92,66,21,24,265,219189,206999,45
REST000664,4.8,34,93,63,25,6,414,222939,203688,27
REST000665,3.7,2970,47,36,20,5,126,95155,92194,36
REST000666,3.6,2522,73,32,14,11,116,133578,129344,47
REST000667,4.4,1515,45,36,13,19,142,165790,162595,46
REST000668,4.2,734,63,44,19,24,233,176651,169311,52
REST000669,3.3,1168,51,41,20,14,89,77394,75124,53
REST000670,4.4,1029,30,26,18,13,287,286879,282574,60
REST000671,3.3,3931,50,29,23,13,153,146673,142848,38
REST000672,3.9,1118,35,31,21,13,197,72834,69387,56
REST000673,4,855,38,34,20,20,155,80476,77531,37
REST000674,3.8,197,55,44,21,12,205,240333,234696,47
REST000675,4.1,980,30,28,19,22,225,183890,180515,48
REST000676,4.2,4963,44,28,16,24,129,58080,55242,55
REST000677,3.8,2193,79,52,12,14,157,63415,57213,52
REST000678,4,481,87,51,22,12,253,176816,165811,56
REST000679,4,4817,79,36,18,23,176,100879,93927,37
REST000680,3.6,4171,42,31,22,14,164,42085,38641,47
REST000681,4.5,2179,94,53,19,29,233,279697,268746,48
REST000682,4,1378,30,25,22,18,245,84084,80409,49
REST000683,3.3,4343,30,17,20,7,190,150632,147782,39
REST000684,4.1,4262,81,49,16,12,179,225239,217989,46
REST000685,4,1635,78,54,22,10,234,72825,63699,55
REST000686,3.5,1868,88,58,19,8,91,104004,100000,43
REST000687,3.8,1307,30,28,23,13,252,108468,104688,35
REST000688,4.2,148,37,36,20,15,212,245750,241828,50
REST000689,3.9,2269,85,50,20,6,160,46592,39792,42
REST000690,4.2,3910,82,52,21,21,127,24279,19072,54
REST000691,3.8,3703,90,53,22,9,180,178308,170208,54
REST000692,3.6,3800,30,25,20,7,144,142732,140572,54
REST000693,3.7,1713,73,36,18,15,173,204562,198247,41
REST000694,4,4622,30,31,17,24,265,321127,317152,53
REST000695,3.9,280,81,52,17,9,114,18640,14023,41
REST000696,4.1,1329,65,44,22,19,259,221615,213198,56
REST000697,3.3,1003,76,44,22,9,174,130291,123679,56
REST000698,4,4289,31,26,12,24,169,199730,197111,56
REST000699,4.6,1039,68,45,19,24,298,54551,44419,49
REST000700,3.4,4559,51,37,17,13,182,155742,151101,44
REST000701,3.8,284,86,56,21,9,200,104122,95522,57
REST000702,4.4,1263,74,50,12,16,142,186065,180811,53
REST000703,4.4,1316,66,49,12,14,153,74994,69945,58
REST000704,3.6,3594,30,32,19,7,225,186624,183249,51
REST000705,4.2,4773,42,38,23,21,365,51432,43767,26
REST000706,3.5,2170,46,40,20,12,144,29030,25718,50
REST000707,3.6,826,57,47,20,10,175,58240,53252,53
REST000708,3.8,906,30,30,21,8,184,168762,166002,37
REST000709,3.6,4430,65,47,27,13,295,118442,108855,39
REST000710,4.6,2118,72,42,13,33,144,178774,173590,54
REST000711,4.4,3031,53,35,19,16,243,260209,253769,51
REST000712,3.1,3544,35,34,21,6,188,136935,133645,51
REST000713,3.6,4199,35,25,20,9,141,42864,40396,38
REST000714,4.2,2579,30,34,28,19,307,268784,264179,37
REST000715,4.5,1787,30,32,22,22,281,83288,79073,52
REST000716,4.4,27,30,26,18,8,119,27029,25244,40
REST000717,3.7,4634,74,48,22,8,200,218712,211312,44
REST000718,4.1,4533,86,51,26,16,321,183855,170052,26
REST000719,4.5,3169,57,35,20,40,227,62470,56000,42
REST000720,3.9,1469,53,37,24,13,346,48384,39215,42
REST000721,4.3,83,87,41,20,7,211,178928,169749,43
REST000722,4.1,1595,41,24,19,20,118,133334,130915,53
REST000723,3.7,978,34,33,19,5,226,39174,35332,46
REST000724,3.6,878,71,57,23,5,169,166956,160957,50
REST000725,4.5,1579,69,43,15,36,136,121033,116341,47
REST000726,4.9,2074,49,29,14,37,204,73509,68511,54
REST000727,3.9,74,32,41,22,12,218,140963,137475,42
REST000728,4.4,1133,84,54,22,11,154,88648,82180,53
REST000729,4.1,2028,68,48,18,19,186,215663,209339,41
REST000730,3.8,2985,30,26,18,15,94,60199,58789,46
REST000731,4.1,4387,56,41,17,17,141,24810,20862,57
REST000732,4.1,1011,42,29,24,25,323,260454,253671,28
REST000733,3.9,1848,54,36,24,9,284,124971,117303,33
REST000734,3.5,1351,39,26,22,15,85,22807,21149,47
REST000735,3.8,920,82,50,26,7,291,293508,281577,36
REST000736,3.7,1319,89,52,18,8,242,242295,231526,53
REST000737,3.6,394,76,53,18,6,218,162314,154030,46
REST000738,4.1,1039,31,29,18,11,168,182394,179790,42
REST000739,4.6,3613,37,36,13,27,143,38691,36046,49
REST000740,3.7,2850,85,53,22,13,325,97851,84038,37
REST000741,4.2,3386,89,53,23,16,176,41469,33637,35
REST000742,4.3,1110,32,27,13,20,145,150370,148050,56
REST000743,3.8,2630,64,47,20,7,188,130547,124531,38
REST000744,4,3640,65,30,19,24,257,309132,300779,51
REST000745,4.2,2866,59,27,22,12,137,73840,69798,37
REST000746,4.2,3051,72,39,16,14,185,99611,92951,59
REST000747,3.8,2181,35,28,21,8,179,208155,205023,53
REST000748,3.6,3212,30,25,20,5,176,140518,137878,55
REST000749,4.4,3708,30,28,17,12,250,103957,100207,52
REST000750,4.1,450,81,41,27,21,256,83348,72980,39
REST000751,3.6,3088,65,44,19,7,101,115597,112315,47
REST000752,4.4,4409,30,28,19,23,162,175834,173404,39
REST000753,4,735,42,34,23,19,302,303697,297355,39
REST000754,4,970,42,31,18,15,224,111677,106973,55
REST000755,4.1,2399,77,49,20,12,185,144300,137177,43
REST000756,4.4,4367,82,41,25,19,285,284715,273030,33
REST000757,4,4297,40,39,19,19,102,26768,24728,44
REST000758,4.8,3323,30,29,19,20,255,213572,209747,53
REST000759,4.1,4080,92,43,19,23,107,59455,54533,46
REST000760,3.1,2691,62,40,22,12,88,58893,56165,38
REST000761,4.8,3509,30,30,20,20,172,39904,37324,42
REST000762,4.7,731,93,59,23,35,262,167645,155462,41
REST000763,3.5,3239,77,47,19,11,119,103812,99230,38
REST000764,3.7,133,56,45,20,7,93,16665,14061,39
REST000765,3.5,1350,33,39,21,15,150,104280,101805,55
REST000766,4.6,4109,84,43,22,32,137,125987,120233,44
REST000767,3.8,427,30,20,18,6,241,155329,151714,54
REST000768,4.9,966,30,33,20,21,136,69849,67809,40
REST000769,4.2,195,30,25,20,12,125,111700,109825,41
REST000770,4.2,4827,30,28,13,17,170,214011,211461,53
REST000771,4.1,1600,79,53,18,11,124,43315,38417,51
REST000772,4.8,1173,30,35,17,22,194,53619,50709,47
REST000773,4.8,550,61,42,22,20,243,113913,106502,58
REST000774,4.8,1916,73,45,22,35,212,129642,121904,48
REST000775,3.8,1107,32,25,19,11,245,124825,120905,53
REST000776,4,510,56,40,25,17,245,215722,208862,29
REST000777,3.7,4619,83,57,23,7,214,82884,74003,54
REST000778,3.9,3294,91,54,20,14,208,187033,177569,43
REST000779,4.4,4309,73,40,23,24,152,162217,156669,43
REST000780,3.6,4326,47,38,22,8,94,49930,47721,51
REST000781,4.1,1301,53,35,14,17,131,159188,155717,56
REST000782,4.4,644,80,49,22,16,200,42744,34744,59
REST000783,4.3,1843,36,27,15,10,189,61207,57805,52
REST000784,4.4,1486,30,26,18,19,141,145334,143219,44
REST000785,4.7,3070,48,36,27,35,315,45300,37740,28
REST000786,3.8,4699,88,50,18,5,131,23632,17868,52
REST000787,4.4,4551,94,63,18,19,230,244614,233804,43
REST000788,4.4,3649,31,24,21,13,291,191268,186757,37
REST000789,3.6,2810,88,52,17,6,105,124101,119481,52
REST000790,3.7,1882,50,37,22,7,144,22913,19313,42
REST000791,3.9,414,42,29,19,7,247,241884,236697,43
REST000792,4.5,349,80,49,22,23,216,174039,165399,44
REST000793,3.6,3591,46,42,24,15,277,237466,231095,45
REST000794,4.7,3673,60,40,21,25,254,100731,93111,49
REST000795,4,441,83,52,21,17,120,126937,121957,54
REST000796,3.5,184,30,33,19,5,210,209733,206583,59
REST000797,3.5,1633,53,42,21,9,197,154073,148853,48
REST000798,4.1,3466,56,33,17,12,150,71712,67512,57
REST000799,4.3,2194,44,37,22,22,114,61977,59469,51
REST000800,3.7,36,72,50,25,7,244,250527,241743,38
REST000801,4.7,778,30,34,13,32,194,126753,123843,46
REST000802,3.9,4689,49,35,20,5,205,35752,30729,53
REST000803,3.7,1740,39,36,24,13,253,39417,34483,32
REST000804,4.4,4907,55,44,16,25,180,37044,32094,51
REST000805,3.6,3211,53,39,20,5,181,82680,77884,54
REST000806,4.1,4383,92,50,19,16,141,116037,109551,50
REST000807,4,2795,67,43,13,17,148,161336,156378,56
REST000808,3.5,4332,50,30,26,14,255,252291,245916,27
REST000809,4.1,4250,30,19,13,23,184,233876,231116,59
REST000810,4.2,3475,36,24,18,22,137,153119,150653,37
REST000811,4.4,3135,36,25,27,10,395,415224,408114,38
REST000812,4.1,4526,30,24,18,24,155,88334,86009,39
REST000813,4,3611,38,28,19,14,206,150507,146593,55
REST000814,4.5,4343,92,55,22,25,229,175940,165406,48
REST000815,4.8,4843,52,35,23,26,120,127512,124392,37
REST000816,3.9,4990,40,35,22,7,227,115974,111434,44
REST000817,3.9,286,83,44,18,10,198,118847,110630,51
REST000818,4.1,465,33,34,20,23,213,206524,203010,50
REST000819,4,3360,30,26,27,10,329,85260,80325,38
REST000820,4.1,1399,45,35,17,11,151,37599,34201,59
REST000821,4.4,4998,44,28,20,17,219,26280,21462,60
REST000822,3,4419,84,54,22,13,216,229806,220734,37
REST000823,3.9,3883,71,45,17,10,200,25730,18630,50
REST000824,4.4,4553,78,44,21,14,227,173412,164559,36
REST000825,4.1,4965,75,56,17,25,176,162002,155402,45
REST000826,3.9,1199,30,30,15,7,172,138597,136017,52
REST000827,4.1,2291,45,35,21,14,197,117656,113223,39
REST000828,3.5,2986,86,50,24,10,232,110200,100224,37
REST000829,4.2,3523,40,27,23,13,370,197720,190320,33
REST000830,3.7,1904,72,41,16,11,159,50619,44895,45
REST000831,3.1,4219,30,27,21,15,162,42873,40443,44
REST000832,3.6,3355,58,31,20,12,110,31680,28490,49
REST000833,3.5,3476,72,41,15,7,109,108122,104198,59
REST000834,4.6,3840,92,56,17,33,156,174150,166974,53
REST000835,4,412,68,41,22,18,237,97975,89917,50
REST000836,4.6,4642,38,33,19,32,163,129257,126160,38
REST000837,4.5,4722,85,66,18,36,147,41224,34977,54
REST000838,4.3,2660,85,48,18,10,183,156512,148735,54
REST000839,3.9,3926,90,50,23,10,289,46063,33058,41
REST000840,4.1,1378,42,34,23,10,204,161164,156880,44
REST000841,3.8,1792,55,32,20,14,201,217401,211874,45
REST000842,4.2,4847,33,28,21,13,233,124431,120586,53
REST000843,3.9,2803,32,21,20,7,195,150384,147264,50
REST000844,3.8,3840,73,38,17,13,161,177327,171450,45
REST000845,4.2,70,30,29,20,10,247,69555,65850,55
REST000846,4.6,4359,30,27,19,24,252,85934,82154,54
REST000847,3.4,530,88,52,19,7,190,165596,157236,57
REST000848,4.6,4793,38,25,22,35,222,179566,175348,45
REST000849,4.5,2460,44,34,28,28,277,237931,231837,39
REST000850,4.3,3849,93,51,20,25,232,100409,89621,50
REST000851,3.7,3257,75,43,16,7,124,125304,120654,51
REST000852,4.2,1760,84,48,27,24,315,343775,330545,43
REST000853,4.4,230,75,44,22,20,297,106563,95426,31
REST000854,4,4309,30,27,22,16,347,83363,78158,34
REST000855,4,3377,34,29,19,17,264,121888,117400,36
REST000856,4,4011,69,42,17,11,266,36207,27030,49
REST000857,4.3,4030,70,46,22,20,260,166498,157398,47
REST000858,4.3,1050,47,38,18,18,159,191397,187661,43
REST000859,3.8,3646,77,55,16,14,128,41180,36252,48
REST000860,4.1,3477,52,35,18,25,234,196677,190593,54
REST000861,4.5,1717,88,59,21,40,279,50033,37757,48
REST000862,4.1,2466,61,32,16,21,163,102279,97307,49
REST000863,3.2,1877,59,34,21,13,152,91741,87257,47
REST000864,3.6,252,70,38,20,11,98,104036,100606,41
REST000865,4.5,2210,35,30,20,37,206,231708,228103,47
REST000866,4.5,2019,42,35,22,32,132,89266,86494,47
REST000867,3.6,4783,79,44,24,9,260,93464,83194,36
REST000868,3.9,1922,51,42,18,12,190,44403,39558,47
REST000869,4.5,2007,38,32,21,36,116,96405,94201,53
REST000870,4,131,90,51,21,13,205,185432,176207,53
REST000871,4.2,110,40,33,20,15,275,214940,209440,59
REST000872,3.5,791,30,30,13,9,109,92174,90539,47
REST000873,3.8,2107,30,32,13,13,156,168835,166495,58
REST000874,3.7,3517,44,40,18,14,171,22435,18673,46
REST000875,2.7,3048,48,35,23,8,178,113759,109487,53
REST000876,4.1,2779,86,48,27,20,354,148849,133627,31
REST000877,4.2,3375,91,60,19,22,268,276342,264148,56
REST000878,3.8,199,87,46,18,6,176,168565,160909,47
REST000879,3.6,2658,93,57,18,10,106,127337,122408,43
REST000880,3.6,4656,94,57,26,8,230,185858,175048,25
REST000881,3.9,287,30,32,23,12,252,61316,57536,45
REST000882,4,4747,30,19,17,11,137,169427,167372,59
REST000883,4.8,2486,40,36,17,35,187,199134,195394,54
REST000884,3.8,1118,31,25,25,6,341,197183,191897,45
REST000885,4,1546,93,56,21,13,183,200807,192298,36
REST000886,3.9,3340,38,36,17,9,120,126691,124411,57
REST000887,4.2,4681,73,48,21,23,175,189955,183568,48
REST000888,4.1,75,51,37,28,8,265,214650,207892,39
REST000889,4.3,831,86,53,20,13,155,141980,135315,46
REST000890,3.6,4974,30,25,22,12,187,198369,195564,56
REST000891,4,2379,34,21,23,17,245,73573,69408,55
REST000892,3.5,2161,44,35,21,7,113,65970,63484,46
REST000893,3.8,2062,71,41,19,10,193,100051,93199,43
REST000894,4,3192,72,47,25,12,289,179685,169281,36
REST000895,3.8,2432,59,48,19,13,190,107883,102278,53
REST000896,3.6,4928,55,43,21,11,92,26964,24434,46
REST000897,3.7,1830,38,37,18,5,180,47084,43664,39
REST000898,4.3,986,82,43,23,22,262,178539,167797,27
REST000899,4.1,4802,60,43,18,12,144,29401,25081,50
REST000900,4.4,3692,73,46,22,16,205,213626,206143,58
REST000901,4.1,2899,75,40,20,23,271,119456,109294,53
REST000902,3.9,500,82,51,15,5,160,63784,57224,58
REST000903,4.4,4209,48,42,18,16,216,159762,154578,59
REST000904,4.3,4920,86,44,23,13,270,311642,300032,54
REST000905,3.3,3515,30,33,22,6,171,127244,124679,47
REST000906,4,1359,67,37,22,14,296,166233,156317,31
REST000907,3.8,2627,78,43,14,6,162,27028,20710,57
REST000908,4.4,4656,94,52,21,24,275,238757,225832,58
REST000909,3.1,2604,36,26,17,11,101,23556,21738,47
REST000910,3.4,1677,43,34,14,13,117,57252,54737,47
REST000911,4.2,2303,87,50,21,16,226,234423,224592,38
REST000912,4,4184,74,40,12,11,168,196775,190559,59
REST000913,4.3,419,42,35,23,19,264,112413,106869,53
REST000914,4,884,60,40,20,25,189,135928,130258,35
REST000915,4.3,558,93,57,23,17,336,350306,334682,31
REST000916,3.9,3514,63,43,13,13,121,133903,130091,60
REST000917,4.7,2466,81,51,18,37,296,248302,236314,39
REST000918,4.6,4138,86,59,22,21,354,261761,246539,44
REST000919,4,995,76,44,25,22,306,306841,295213,37
REST000920,4,1617,33,21,15,17,175,161988,159101,57
REST000921,4.1,3442,30,28,21,24,219,29065,25780,47
REST000922,3.7,1996,30,22,22,5,220,203174,199874,47
REST000923,4,2386,46,35,18,22,142,18048,14782,37
REST000924,4,1788,75,42,18,11,269,205359,195272,47
REST000925,4.2,1482,69,38,21,24,214,241586,234203,50
REST000926,3.2,3761,48,28,22,5,171,20940,16836,51
REST000927,4.3,3896,30,24,19,23,137,109305,107250,54
REST000928,4.3,3777,88,54,25,10,355,258795,243175,36
REST000929,3.5,1120,30,30,23,11,98,61273,59803,46
REST000930,4.1,583,30,22,22,24,212,71766,68586,48
REST000931,3.9,2873,42,34,13,5,163,206900,203477,57
