restaurant_id,swiggy_rating,swiggy_total_reviews,swiggy_delivery_fee_inr,swiggy_avg_delivery_time_minutes,swiggy_platform_commission_pct,swiggy_discount_frequency_pct,swiggy_estimated_monthly_orders,swiggy_estimated_monthly_revenue_inr,swiggy_estimated_net_profit_inr,swiggy_market_share_pct
REST000463,4.3,1322,65,44,18,12,201,156743,150211,53
REST000464,4,1032,60,39,22,18,186,202966,197386,65
REST000465,4.4,3552,92,47,21,18,294,61781,48257,44
REST000466,3.3,3088,30,34,18,15,214,212681,209471,41
REST000467,4,4654,81,46,24,24,325,49153,35990,61
REST000468,4,1419,78,44,22,19,196,50756,43112,60
REST000469,4.1,4156,92,54,21,12,218,130198,120170,53
REST000470,3.4,2252,95,56,22,8,153,138673,131405,49
REST000471,3.7,2169,68,36,25,7,271,184551,175337,60
REST000472,3.9,3597,82,38,20,5,158,171904,165426,48
REST000473,3.8,2505,73,37,18,15,147,75458,70092,64
REST000474,4.9,988,93,58,21,32,169,44325,36466,59
REST000475,3.6,4301,51,38,21,5,183,27612,22946,56
REST000476,4.5,1277,58,30,17,24,176,133809,128705,51
REST000477,2.9,2773,34,26,18,10,138,169513,167167,54
REST000478,4,2324,30,25,20,12,197,67295,64340,64
REST000479,3.6,4386,36,36,20,15,170,33456,30396,52
REST000480,4.2,2389,69,38,13,17,127,70934,66553,45
REST000481,3.8,4009,72,53,22,8,211,226955,219359,41
REST000482,4.4,718,41,35,20,11,283,264661,258860,46
REST000483,4,126,70,47,25,5,308,196119,185339,59
REST000484,4.6,474,66,38,13,21,160,39393,34113,49
REST000485,4.7,3912,78,42,27,35,288,309052,297820,63
REST000486,3.7,358,86,50,19,10,161,129105,122182,50
REST000487,3.1,2987,37,37,19,12,157,161760,158855,52
REST000488,3.6,2249,91,49,18,8,131,50379,44419,61
REST000489,4.3,550,45,40,15,19,155,187875,184388,52
REST000490,3.7,938,62,43,20,5,112,95065,91593,63
REST000491,4.7,1624,44,31,21,20,259,153048,147350,47
REST000492,3.8,3762,55,36,21,5,213,139832,133974,55
REST000493,4,3695,74,53,23,17,315,194525,182870,55
REST000494,3.8,876,30,27,12,6,151,35213,32948,51
REST000495,3.6,661,73,45,23,6,273,116456,106491,67
REST000496,3.4,2071,38,34,21,11,93,35265,33498,52
REST000497,3.4,1878,58,44,25,11,292,109281,100813,64
REST000498,4.6,1787,30,24,22,29,399,56953,50968,62
REST000499,3.8,4259,30,27,23,15,270,123284,119234,61
REST000500,4.6,2570,55,32,18,30,256,151982,144942,52
REST000501,3.2,2189,67,41,21,5,80,67624,64944,60
REST000502,4.5,996,66,43,19,33,264,58592,49880,61
REST000503,4.2,2270,63,39,28,20,336,336752,326168,58
REST000504,4.1,1090,69,47,23,12,291,62739,52700,57
REST000505,4.4,2146,62,48,21,25,111,56121,52680,45
REST000506,4.6,3409,30,33,20,22,296,68435,63995,49
REST000507,3.9,986,77,54,20,7,107,91934,87814,58
REST000508,3.8,2077,82,50,22,11,165,153925,147160,62
REST000509,3.9,806,90,53,17,11,137,102680,96515,46
REST000510,4.5,3739,86,51,22,26,343,345394,330645,66
REST000511,3.5,1550,74,52,20,13,93,79384,75943,46
REST000512,3.8,3344,70,40,24,12,276,280658,270998,62
REST000513,3.6,1316,47,44,24,6,321,106122,98579,71
REST000514,4.1,3352,62,38,27,10,301,134474,125143,72
REST000515,4.4,984,31,29,19,19,219,156457,153063,49
REST000516,4.6,233,78,56,14,17,171,33676,27007,41
REST000517,3.8,241,38,35,15,13,140,126140,123480,44
REST000518,4,1456,92,52,21,24,100,18881,14281,62
REST000519,3.9,3584,87,53,21,13,169,135379,128027,63
REST000520,4,1101,64,38,20,10,102,14035,10771,45
REST000521,3.6,1201,68,29,18,15,211,195166,187992,48
REST000522,3,4184,51,42,25,6,241,266244,260099,60
REST000523,4.3,4005,83,46,26,25,346,347446,333087,67
REST000524,3.8,2754,45,33,18,7,202,164314,159769,58
REST000525,4.2,4081,69,38,20,18,112,58508,54644,64
REST000526,4,3513,65,47,18,11,208,233496,226736,51
REST000527,4.8,2280,87,52,22,31,228,183175,173257,57
REST000528,4.2,3339,64,39,18,17,254,134340,126212,43
REST000529,3.7,4036,84,50,24,8,316,293715,280443,65
REST000530,3.4,208,42,32,17,10,214,115275,110781,51
REST000531,4.4,4246,88,55,19,12,227,227447,217459,65
REST000532,3.8,1909,42,40,28,7,252,257826,252534,71
REST000533,4,1417,75,49,19,25,104,101172,97272,63
REST000534,4.4,4023,77,42,23,21,206,202557,194626,48
REST000535,3.8,1637,88,45,22,7,111,51168,46284,48
REST000536,4.8,839,56,44,26,39,356,241311,231343,63
REST000537,4.4,4278,94,50,19,21,215,34655,24550,49
REST000538,3.8,1814,33,26,20,7,244,46848,42822,49
REST000539,3.2,3851,31,19,19,13,198,213465,210396,52
REST000540,4.2,1841,30,24,20,22,252,132854,129074,47
REST000541,3.8,4039,93,55,23,10,271,282747,270146,60
REST000542,4.3,3014,94,57,23,12,259,263447,251274,61
REST000543,3.7,2334,66,48,22,13,102,75979,72613,59
REST000544,4.3,1233,30,28,26,13,385,207407,201632,67
REST000545,3.3,3469,56,41,18,6,182,195504,190408,62
REST000546,3.9,4114,74,51,26,11,340,146431,133851,72
REST000547,4.5,1901,57,40,22,38,303,321422,312786,63
REST000548,3,2518,81,43,25,8,235,44767,35250,66
REST000549,3.2,1681,35,40,25,6,224,149520,145600,61
REST000550,4.1,763,56,36,26,12,263,99450,92086,74
REST000551,4.3,3970,81,57,18,24,185,43537,36045,53
REST000552,4.1,796,52,35,15,20,181,187081,182375,42
REST000553,4.7,4359,81,41,12,25,153,40795,34599,46
REST000554,4,4517,35,33,21,19,202,49948,46413,57
REST000555,3.7,4850,30,29,15,15,161,89910,87495,50
REST000556,4.2,2830,30,32,19,13,113,89516,87821,57
REST000557,3.9,2057,31,28,23,15,193,44137,41145,49
REST000558,4.1,3198,72,52,20,23,231,98868,90552,58
REST000559,4.1,4348,32,25,18,25,214,237073,233649,43
REST000560,3.9,819,69,40,22,6,253,295615,286886,63
REST000561,4.1,2519,53,36,19,21,220,118324,112494,43
REST000562,4.7,1904,92,55,17,37,114,22614,17370,65
REST000563,4.3,4911,30,32,14,10,146,180555,178365,47
REST000564,4.5,2264,63,43,13,26,147,64200,59570,41
REST000565,3.8,297,33,26,22,7,177,70134,67213,47
REST000566,4.4,3656,70,44,27,22,297,172580,162185,70
REST000567,3.5,1908,74,51,22,13,122,61092,56578,57
REST000568,3.4,595,32,22,13,10,147,185184,182832,45
REST000569,4.2,4425,30,30,16,20,175,39249,36624,49
REST000570,3.8,4164,33,37,19,10,250,224167,220042,45
REST000571,3.9,2550,80,48,21,8,120,126178,121378,59
REST000572,4.1,4563,90,52,21,25,274,34633,22303,54
REST000573,3.4,2529,67,46,21,13,178,106730,100767,46
REST000574,4.1,3313,33,26,28,10,350,228060,222285,61
REST000575,3.7,4113,89,54,18,5,90,38007,34002,60
REST000576,4.2,1827,82,56,20,13,217,62322,53425,47
REST000577,4.9,4146,86,53,22,36,327,209149,195088,54
REST000578,3.9,4084,83,53,22,14,227,129253,119833,64
REST000579,4.1,2819,43,45,22,16,128,134883,132131,49
REST000580,4.3,2774,60,45,16,13,159,154662,149892,54
REST000581,4.7,2090,30,33,15,40,200,149260,146260,48
REST000582,3.8,4517,30,23,16,6,148,53333,51113,50
REST000583,3.6,4702,74,42,19,14,203,234806,227295,61
REST000584,3.4,1602,63,49,18,11,143,63203,58698,61
REST000585,3.7,4944,35,31,27,9,249,269201,264843,58
REST000586,3.7,606,54,30,27,8,256,33638,26726,57
REST000587,3.7,63,42,24,23,11,170,136005,132435,46
REST000588,4.2,3722,30,32,28,14,342,126074,120944,72
REST000589,4.7,4041,71,57,18,28,188,144447,137773,48
REST000590,4.3,3837,74,43,22,12,212,51592,43748,55
REST000591,4,4476,93,54,22,14,218,132291,122154,54
REST000592,4.5,4103,51,39,21,38,264,103862,97130,53
REST000593,4.4,951,54,22,19,24,226,93726,87624,53
REST000594,4,28,39,37,18,15,177,182440,178989,48
REST000595,3.3,1437,52,41,22,13,86,88411,86175,64
REST000596,3.7,1074,70,40,16,9,145,169302,164227,48
REST000597,4.5,2261,36,33,23,37,155,36879,34089,58
REST000598,4,1535,94,58,22,22,184,129885,121237,46
REST000599,3.8,2901,35,26,20,9,177,75048,71950,48
REST000600,4.4,3197,60,47,21,21,236,247592,240512,49
REST000601,3.5,2363,91,57,22,14,166,78853,71300,57
REST000602,3.9,2415,80,46,21,8,98,28645,24725,47
REST000603,4,3146,42,32,21,25,137,43183,40306,56
REST000604,4.1,3632,30,29,20,18,218,132718,129448,59
REST000605,4.2,1890,90,54,16,13,126,156114,150444,44
REST000606,4.3,3148,72,40,23,17,180,187248,180768,48
REST000607,4.1,4461,91,54,18,10,102,35379,30738,49
REST000608,4,723,56,41,24,21,244,94945,88113,65
REST000609,4.6,1448,51,36,26,40,362,290917,281686,71
REST000610,3.8,4520,80,52,23,13,187,91289,83809,52
REST000611,4.3,4090,91,58,20,15,256,106291,94643,53
REST000612,4.1,817,32,22,20,11,194,139059,135955,62
REST000613,4.3,341,39,32,21,20,201,29376,25456,63
REST000614,3.6,1589,30,33,23,15,144,155564,153404,57
REST000615,4.5,741,56,37,17,21,278,87681,79897,54
REST000616,3.8,2479,50,42,13,13,127,39997,36822,43
REST000617,3.9,550,36,30,27,5,346,148769,142541,62
REST000618,4.5,220,38,36,18,25,110,102467,100377,52
REST000619,3.8,1309,39,29,22,10,245,115424,110646,56
REST000620,4,1131,42,31,22,13,141,120428,117467,56
REST000621,4.2,3678,60,32,19,12,247,90631,83221,47
REST000622,4.2,152,44,37,19,11,274,231039,225011,56
REST000623,3.6,1142,54,52,20,10,176,26470,21718,46
REST000624,3.7,548,62,48,17,14,145,60415,55920,48
REST000625,4.8,1226,63,41,19,25,201,186091,179760,55
REST000626,4.4,4233,86,52,17,10,195,203445,195060,46
REST000627,4.4,588,92,57,22,21,279,210438,197604,42
REST000628,4.2,707,45,28,23,25,260,274073,268223,58
REST000629,3.9,734,42,37,20,12,124,100886,98282,55
REST000630,3.9,3092,43,34,17,9,96,101113,99049,57
REST000631,5,1828,82,43,17,28,277,286008,274651,43
REST000632,3.6,4922,65,42,16,10,154,73476,68471,43
REST000633,3.5,1593,58,46,17,12,181,106663,101414,46
REST000634,4.2,1523,30,25,26,17,291,308582,304217,63
REST000635,3.5,1489,81,53,22,6,162,142534,135973,64
REST000636,3.9,3987,30,36,22,14,233,45435,41940,49
REST000637,3.7,3639,41,38,24,8,224,212800,208208,71
REST000638,3.7,4992,47,36,20,6,194,95913,91354,54
REST000639,4.3,828,67,52,19,22,236,174337,166431,61
REST000640,3.3,121,86,56,27,11,218,169165,159791,71
REST000641,3.6,1392,75,50,21,8,241,131749,122712,48
REST000642,4.7,1272,47,36,23,39,183,103427,99127,60
REST000643,3.9,561,82,58,21,11,222,165207,156105,44
REST000644,3.4,3256,84,44,20,9,227,203573,194039,46
REST000645,4.6,2635,67,41,20,37,138,162067,157444,54
REST000646,3.9,743,83,50,19,13,129,131239,125885,50
REST000647,3.9,1747,37,38,13,5,128,49889,47521,40
REST000648,4.3,4540,50,32,20,25,108,69379,66679,47
REST000649,4.2,1504,30,27,21,12,142,101747,99617,52
REST000650,4.4,1851,88,54,26,18,323,36570,22358,57
REST000651,4.3,136,75,40,21,13,255,126712,117149,55
REST000652,4.2,3545,30,30,17,10,168,150595,148075,49
REST000653,3.9,2441,56,40,22,7,221,238401,232213,56
REST000654,4.6,2175,46,37,21,21,276,151537,145189,48
REST000655,3.2,3773,30,29,23,13,141,63187,61072,62
REST000656,4.5,3066,32,38,21,21,251,225257,221241,54
REST000657,4.1,3619,30,29,22,10,221,226852,223537,54
REST000658,4.3,1087,60,40,22,14,239,126019,118849,42
REST000659,4,3846,48,44,15,17,158,78699,74907,51
REST000660,3,2614,94,62,27,7,206,140304,130622,68
REST000661,4.1,89,48,31,23,9,297,50083,42955,70
REST000662,4.3,2205,34,41,18,21,196,82288,78956,58
REST000663,3.2,2793,92,51,22,7,197,160882,151820,55
REST000664,4.2,980,93,47,25,19,362,194937,178104,73
REST000665,3.9,384,47,37,20,15,133,100441,97316,64
REST000666,3.7,2377,73,41,12,12,119,140220,135876,53
REST000667,3.9,2097,45,37,16,8,126,142037,139202,54
REST000668,4,965,63,39,23,20,222,159999,153006,48
REST000669,3.6,79,51,33,20,5,97,84351,81877,47
REST000670,4.8,4306,30,23,19,23,313,309053,304358,40
REST000671,4,1946,50,37,17,14,186,192203,187553,62
REST000672,3.5,1883,35,33,23,7,177,63783,60686,44
REST000673,3.2,1051,38,30,22,11,124,62771,60415,63
REST000674,3.8,591,55,42,22,6,205,237291,231654,53
REST000675,4.1,1673,30,22,20,23,225,181620,178245,52
REST000676,3.8,2518,44,33,14,7,116,53471,50919,45
REST000677,4.5,2636,79,53,17,35,185,70479,63171,48
REST000678,4.3,3005,87,48,18,17,272,199843,188011,44
REST000679,3.3,3298,79,46,19,8,145,82097,76370,63
REST000680,3.2,2519,42,35,18,10,146,39387,36321,53
REST000681,4.5,441,94,51,18,13,233,283150,272199,52
REST000682,3.5,2928,30,28,20,13,215,75680,72455,51
REST000683,4.6,217,30,30,18,24,265,215344,211369,61
REST000684,4.9,2676,81,50,15,24,214,272486,263819,54
REST000685,3.8,297,78,50,18,7,222,72633,63975,45
REST000686,3.6,3636,88,54,17,12,93,108915,104823,57
REST000687,4,4152,30,25,23,17,266,114494,110504,65
REST000688,4.1,4174,37,37,18,14,207,245953,242123,50
REST000689,3.7,4038,85,51,18,9,152,45368,38908,58
REST000690,3.7,2277,82,47,18,6,112,22225,17633,46
REST000691,3.8,2639,90,43,22,5,180,178308,170208,46
REST000692,4,3315,30,23,23,12,160,152644,150244,46
REST000693,3.8,1953,73,41,19,6,178,207907,201410,59
REST000694,3.6,2326,30,17,21,11,239,275662,272077,47
REST000695,4,2718,81,45,20,22,117,18439,13700,59
REST000696,3.9,4343,65,40,23,14,247,208638,200610,44
REST000697,4.2,2511,76,41,21,18,222,168364,159928,44
REST000698,4.6,4377,31,32,13,38,194,226671,223664,44
REST000699,3.6,1090,68,44,20,6,233,42126,34204,51
REST000700,3.5,28,51,39,18,10,187,158093,153325,56
REST000701,4.1,1121,86,53,19,10,215,114764,105519,43
REST000702,3.6,420,74,52,17,9,116,143360,139068,47
REST000703,3.8,2768,66,45,17,5,132,61024,56668,42
REST000704,4.1,97,30,31,22,5,256,204472,200632,49
REST000705,4.2,567,42,40,26,11,365,49428,41763,74
REST000706,3.5,1508,46,30,22,15,144,28304,24992,50
REST000707,3.1,1536,57,52,20,8,151,50252,45949,47
REST000708,3.9,2617,30,31,23,8,189,168960,166125,63
REST000709,4.6,22,65,44,27,9,377,151365,139113,61
REST000710,4.2,4080,72,44,16,20,131,157027,152311,46
REST000711,4.3,237,53,37,18,23,237,256917,250636,49
REST000712,3.5,360,35,37,17,10,213,163000,159272,49
REST000713,4.1,2435,35,29,20,22,160,48640,45840,62
REST000714,3.5,2013,30,23,24,11,256,236584,232744,63
REST000715,3.9,4367,30,25,22,6,244,72321,68661,48
REST000716,3.4,1387,30,38,20,11,91,20165,18800,60
REST000717,4.7,1410,74,51,20,33,254,284886,275488,56
REST000718,3.8,3565,86,53,23,7,298,177602,164788,74
REST000719,3.3,4048,57,36,19,5,166,46254,41523,58
REST000720,3.7,4085,53,47,24,11,329,46007,37288,58
REST000721,4.1,3574,87,51,21,25,202,169154,160367,57
REST000722,3.9,4180,41,36,20,12,112,124992,122696,47
REST000723,4.3,1410,34,32,19,11,263,45588,41117,54
REST000724,3.5,2155,71,37,18,10,164,172537,166715,50
REST000725,3.9,4641,69,52,14,5,118,106249,102178,53
REST000726,4.1,2492,49,27,14,23,170,61257,57092,46
REST000727,4.2,4998,32,31,19,18,234,157128,153384,58
REST000728,3.8,680,84,48,21,14,133,77541,71955,47
REST000729,3.7,4479,68,41,20,14,168,190041,184329,59
REST000730,4.4,396,30,25,19,21,109,68954,67319,54
REST000731,4.3,4192,56,39,12,16,148,27610,23466,43
REST000732,3.9,1497,42,32,23,8,307,250809,244362,72
REST000733,3.9,2552,54,39,24,11,284,124971,117303,67
REST000734,4.3,2798,39,30,20,15,104,28620,26592,53
REST000735,4,4256,82,52,26,12,307,309646,297059,64
REST000736,4.1,4076,89,66,18,10,269,269328,257357,47
REST000737,4.2,4737,76,44,20,21,255,185232,175542,54
REST000738,5,4373,31,33,19,33,205,219850,216672,58
REST000739,4.2,1155,37,32,14,21,131,35037,32613,51
REST000740,3.6,2935,85,54,26,7,316,90262,76832,63
REST000741,3.8,572,89,54,20,15,159,38923,31847,65
REST000742,4.3,3468,32,32,14,17,145,148642,146322,44
REST000743,4.4,2218,64,48,22,24,218,147594,140618,62
REST000744,3.7,3859,65,42,18,12,238,289812,282077,49
REST000745,4.1,1101,59,43,17,17,133,76279,72355,63
REST000746,4.2,2227,72,49,15,13,185,100797,94137,41
REST000747,4.1,124,35,29,20,5,193,227276,223899,47
REST000748,3.4,1946,30,27,19,5,166,134191,131701,45
REST000749,4.6,293,30,28,19,25,261,105916,102001,48
REST000750,3.7,3344,81,53,27,7,231,75208,65853,61
REST000751,4.1,1486,65,50,21,17,115,128371,124633,53
REST000752,4.5,2628,30,31,20,29,166,177952,175462,61
REST000753,3.7,4576,42,34,27,11,279,265993,260134,61
REST000754,4.1,1302,42,28,20,10,230,111872,107042,45
REST000755,4.5,2047,77,41,17,38,203,164277,156462,57
REST000756,4.1,4777,82,48,24,20,266,269277,258371,67
REST000757,4.2,797,40,30,19,14,107,28081,25941,56
REST000758,3.8,2249,30,19,20,15,202,167094,164064,47
REST000759,4.4,583,92,49,22,16,114,60999,55755,54
REST000760,3.6,1457,62,38,19,5,102,70887,67725,62
REST000761,4.3,4661,30,27,19,21,154,36174,33864,58
REST000762,3.2,887,93,54,22,9,178,115376,107099,59
REST000763,4.3,1511,77,53,21,21,147,125072,119412,62
REST000764,3.5,2972,56,29,19,9,88,15966,13502,61
REST000765,4.3,2928,33,30,19,19,184,131155,128119,45
REST000766,4.1,2365,84,53,19,10,122,116508,111384,56
REST000767,4.1,3298,30,19,22,14,260,159400,155500,46
REST000768,4.2,3899,30,34,21,23,116,58832,57092,60
REST000769,3.9,987,30,33,22,5,116,101066,99326,59
REST000770,4.2,4890,30,32,13,20,170,214011,211461,47
REST000771,4.6,2411,79,49,23,38,139,45594,40104,49
REST000772,4,2997,30,24,17,22,162,44775,42345,53
REST000773,3.8,4133,61,45,20,6,192,92313,86457,42
REST000774,4.1,2713,73,44,22,18,181,110685,104078,52
REST000775,4.3,816,32,22,18,14,277,142871,138439,47
REST000776,3.9,1677,56,34,27,15,239,204827,198135,71
REST000777,3.8,1337,83,46,20,12,219,88125,79037,46
REST000778,4.3,4503,91,51,18,25,230,211986,201521,57
REST000779,4,218,73,46,21,20,138,151101,146064,57
REST000780,3.3,1986,47,37,19,12,86,47438,45417,49
REST000781,3.9,2422,53,41,17,13,125,146598,143286,44
REST000782,4.2,4068,80,48,20,10,191,41867,34227,41
REST000783,4,4741,36,34,17,17,176,55656,52488,48
REST000784,4.4,4050,30,31,22,11,141,138244,136129,56
REST000785,3.9,4813,48,36,25,11,261,38562,32298,72
REST000786,3.8,4451,88,49,23,7,131,22191,16427,48
REST000787,4.1,4141,94,52,22,15,214,216495,206437,57
REST000788,4.7,481,31,29,21,11,311,204414,199593,63
REST000789,3.7,3681,88,54,19,8,108,124571,119819,48
REST000790,4.3,3684,50,43,22,20,167,26573,22398,58
REST000791,3.8,1957,42,37,21,14,240,229226,224186,57
REST000792,3.8,4045,80,44,23,7,182,144764,137484,56
REST000793,4.2,2636,46,41,25,14,324,274104,266652,55
REST000794,4.4,2466,60,38,22,12,237,92799,85689,51
REST000795,4,2817,83,48,22,10,120,125330,120350,46
REST000796,4.4,3449,30,32,19,23,264,263664,259704,41
REST000797,4.4,1694,53,43,19,23,248,198871,192299,52
REST000798,3.6,269,56,41,18,11,131,61873,58205,43
REST000799,3.9,2530,44,39,19,8,103,58150,55884,49
REST000800,4,109,72,42,27,9,264,263833,254329,62
REST000801,3.7,3373,30,29,14,5,153,98816,96521,54
REST000802,3.3,4998,49,39,21,6,173,29794,25555,47
REST000803,4.5,2022,39,26,22,23,308,49249,43243,68
REST000804,3.8,2709,55,32,13,7,155,33038,28775,49
REST000805,3.8,3345,53,38,22,15,191,85067,80006,46
REST000806,3.6,59,92,55,19,5,124,102047,96343,50
REST000807,4.5,530,67,43,16,28,167,175770,170176,44
REST000808,3.7,2825,50,42,23,9,269,276932,270207,73
REST000809,4.6,267,30,37,13,15,206,261840,258750,41
REST000810,4.4,27,36,28,19,12,144,158980,156388,63
REST000811,4,4883,36,27,25,25,359,387720,381258,62
REST000812,3.7,1506,30,21,21,11,140,76867,74767,61
REST000813,3.8,4374,38,33,18,9,195,144229,140524,45
REST000814,3.5,4960,92,53,19,15,178,142017,133829,52
REST000815,4.4,3098,52,36,21,17,110,119922,117062,63
REST000816,3.2,2070,40,35,18,6,187,100437,96697,56
REST000817,4.3,1868,83,49,18,25,218,130852,121805,49
REST000818,4,1249,33,32,20,23,208,201676,198244,50
REST000819,4,3356,30,33,25,19,329,87596,82661,62
REST000820,4.4,1619,45,21,15,15,162,41310,37665,41
REST000821,3.9,4515,44,35,21,7,194,22989,18721,40
REST000822,3.7,1373,84,48,28,6,267,262215,251001,63
REST000823,4.1,4039,71,46,22,19,211,25509,18019,50
REST000824,4,4466,78,46,21,10,206,157369,149335,64
REST000825,4.1,1565,75,43,20,23,176,156147,149547,55
REST000826,4.1,1645,30,26,15,20,181,145849,143134,48
REST000827,3,2986,45,27,22,15,144,84913,81673,61
REST000828,3.8,32,86,54,26,7,251,116087,105294,63
REST000829,4.6,728,40,36,22,21,405,219234,211134,67
REST000830,3.4,3013,72,37,12,13,146,48693,43437,55
REST000831,3.7,1854,30,27,21,10,193,51077,48182,56
REST000832,3.9,1932,58,43,20,9,119,34272,30821,51
REST000833,3.8,748,72,47,15,10,118,117050,112802,41
REST000834,4.1,2630,92,61,23,22,139,143955,137561,47
REST000835,4,3849,68,59,22,12,237,97975,89917,50
REST000836,4.1,1733,38,31,23,15,145,109305,106550,62
REST000837,4.4,187,85,51,21,7,144,38905,32785,46
REST000838,4.3,3635,85,44,20,10,183,152695,144917,46
REST000839,4.4,2457,90,58,24,11,326,51286,36616,59
REST000840,3.3,4157,42,31,17,7,164,139659,136215,56
REST000841,3.8,4292,55,36,20,9,201,217401,211874,55
REST000842,4,1832,33,32,21,12,222,118556,114893,47
REST000843,4.3,1333,32,28,17,14,215,172025,168585,50
REST000844,3.7,2516,73,35,14,10,156,178030,172336,55
REST000845,3.7,1094,30,23,20,9,217,61107,57852,45
REST000846,3.6,3409,30,25,19,6,197,67178,64223,46
REST000847,4.4,353,88,56,22,18,246,206462,195638,43
REST000848,4.1,109,38,26,20,14,198,164260,160498,55
REST000849,3.6,4041,44,35,26,14,222,195986,191102,61
REST000850,3.8,153,93,55,20,12,205,88724,79191,50
REST000851,4.2,4269,75,48,13,17,140,146525,141275,49
REST000852,3.8,4846,84,61,23,6,285,328077,316107,57
REST000853,4.4,4755,75,49,25,23,297,102465,91327,69
REST000854,3.7,4870,30,38,26,12,321,73162,68347,66
REST000855,3.5,3641,34,20,21,7,231,104019,100092,64
REST000856,3.8,227,69,48,23,6,252,31822,23128,51
REST000857,4,3456,70,38,22,16,242,154971,146501,53
REST000858,3.2,2938,47,40,22,9,118,135114,132341,57
REST000859,4.2,4398,77,44,17,11,142,45140,39673,52
REST000860,4.7,1909,52,46,18,30,268,225254,218286,46
REST000861,4,4593,88,58,19,19,248,45599,34687,52
REST000862,4.4,1708,61,44,14,21,175,112423,107086,51
REST000863,3.4,820,59,44,22,9,161,95943,91193,53
REST000864,4.2,2859,70,44,18,16,114,124047,120057,59
REST000865,4.4,1813,35,29,18,23,202,232889,229354,53
REST000866,3.8,1740,42,37,19,7,112,78654,76302,53
REST000867,4.4,2926,79,44,27,12,317,109456,96935,64
REST000868,3.7,1985,51,37,21,15,180,40527,35937,53
REST000869,3.9,2348,38,26,18,10,101,87126,85207,47
REST000870,3.6,861,90,53,17,15,185,175814,167489,47
REST000871,3.8,1617,40,36,23,10,249,187320,182340,41
REST000872,4,166,30,25,15,7,125,103275,101400,53
REST000873,4.1,1711,30,27,13,15,169,182905,180370,42
REST000874,4,3636,44,37,18,11,185,24272,20202,54
REST000875,3.5,3321,48,34,22,10,231,149549,144005,47
REST000876,3.7,1921,86,44,24,14,319,139645,125928,69
REST000877,3.9,2357,91,49,20,6,249,253581,242252,44
REST000878,3.9,2015,87,53,20,5,181,169126,161252,53
REST000879,4.1,1516,93,53,22,19,120,137124,131544,57
REST000880,3.9,2403,94,59,22,13,249,212088,200385,75
REST000881,3.7,4803,30,30,18,11,239,61929,58344,55
REST000882,4,2327,30,25,12,15,137,179634,177579,41
REST000883,4,2706,40,32,19,11,156,162119,158999,46
REST000884,3.7,142,31,35,28,15,332,184299,179153,55
REST000885,3.7,3521,93,59,17,9,169,194835,186976,64
REST000886,4.3,554,38,32,14,25,133,145491,142964,43
REST000887,3.5,4160,73,46,21,10,146,158477,153148,52
REST000888,3.9,3145,51,38,28,6,252,204120,197694,61
REST000889,3.5,2237,86,53,18,6,126,118301,112883,54
REST000890,4.3,2942,30,25,17,18,224,252851,249491,44
REST000891,4,3587,34,23,20,24,245,76440,72275,45
REST000892,4.1,793,44,29,21,11,132,77062,74158,54
REST000893,3.9,3652,71,47,19,10,198,102643,95614,57
REST000894,4.1,407,72,42,24,11,296,186491,175835,64
REST000895,3.8,3268,59,38,22,5,190,103888,98283,47
REST000896,3.9,3273,55,37,22,5,100,28938,26188,54
REST000897,3.9,1495,38,29,20,9,190,48488,44878,61
REST000898,3.6,1458,82,47,24,5,220,147972,138952,73
REST000899,4,790,60,44,19,25,140,28236,24036,50
REST000900,3.7,30,73,55,17,10,173,191836,185521,42
REST000901,4.7,2432,75,43,17,35,311,142229,130567,47
REST000902,3.6,617,82,51,15,12,147,58601,52574,42
REST000903,3.6,2340,48,26,19,9,176,128589,124365,41
REST000904,4.1,2832,86,44,18,18,258,317128,306034,46
REST000905,4.3,1350,30,27,22,21,224,166682,163322,53
REST000906,3.5,1318,67,46,27,11,259,136130,127453,69
REST000907,3.9,1905,78,43,16,7,166,27051,20577,43
REST000908,3.9,4046,94,56,20,5,244,214524,203056,42
REST000909,3.7,2219,36,30,21,8,121,26860,24682,53
REST000910,4.3,4459,43,37,16,15,148,70738,67556,53
REST000911,5,3444,87,51,18,22,269,289621,277920,62
REST000912,3.9,4301,74,41,14,9,163,186579,180548,41
REST000913,3.9,4152,42,40,19,11,239,107055,102036,47
REST000914,3.8,775,60,36,20,6,180,129456,124056,65
REST000915,4.1,4426,93,51,25,17,321,325975,311049,69
REST000916,3.7,3494,63,32,17,7,115,121412,117789,40
REST000917,3.7,3046,81,52,20,5,233,190687,181250,61
REST000918,3.7,3948,86,54,25,6,285,202635,190380,56
REST000919,4.2,3509,76,42,26,22,321,317590,305392,63
REST000920,4.4,2996,33,21,17,18,193,174446,171262,43
REST000921,4.4,1250,30,29,20,18,235,31584,28059,53
REST000922,3.3,3159,30,42,19,7,196,187971,185031,53
REST000923,4.5,1062,46,36,21,37,160,19592,15912,63
REST000924,4.4,3457,75,40,22,11,296,214949,203849,53
REST000925,4.5,4926,69,41,23,40,229,251975,244075,50
REST000926,4.2,2110,48,43,23,12,225,27200,21800,49
REST000927,4.3,1916,30,28,21,25,137,106606,104551,46
REST000928,4.5,1332,88,53,25,36,372,271188,254820,64
REST000929,4.2,879,30,22,20,25,117,76003,74248,54
REST000930,3.5,4693,30,18,19,13,181,63628,60913,52
